Vessel ID,Vessel Name,Owner Company ID,Owner Name,IMO,Verification Status,Confidence,Verified As Of,IMO Verification URL,Fleet Source ID,Vessel Status,Notes
VESSEL_00119,KOOKYANG SINGAPORE,COMP_SINOKOR,SINOKOR Merchant Marine,9354234,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9354234,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00120,GENEVA QUEEN,COMP_SINOKOR,SINOKOR Merchant Marine,9638642,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9638642,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00121,Hakata Voyager,COMP_SINOKOR,SINOKOR Merchant Marine,9329588,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9329588,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00122,Vostochny Voyager,COMP_SINOKOR,SINOKOR Merchant Marine,9329590,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9329590,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00123,HongKong Voyager,COMP_SINOKOR,SINOKOR Merchant Marine,9402500,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9402500,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00124,Osaka Voyager,COMP_SINOKOR,SINOKOR Merchant Marine,9329576,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9329576,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00125,NAGOYA TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9517628,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9517628,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00126,SAWASDEE PACIFIC,COMP_SINOKOR,SINOKOR Merchant Marine,9879363,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9879363,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00127,SAWASDEE ATLANTIC,COMP_SINOKOR,SINOKOR Merchant Marine,9879375,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9879375,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00128,SAWASDEE BALTIC,COMP_SINOKOR,SINOKOR Merchant Marine,9886067,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9886067,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00129,SAWASDEE SUNRISE,COMP_SINOKOR,SINOKOR Merchant Marine,9886079,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9886079,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00130,HOCHIMINH VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9532276,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9532276,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00131,JAKARTA VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9532288,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9532288,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00132,SHANGHAI VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9536973,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9536973,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00133,NINGBO TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9347968,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9347968,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00134,YOKOHAMA TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9915961,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9915961,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00135,SURABAYA VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9137703,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9137703,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00136,KOBE TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9915973,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9915973,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00137,CHENNAI VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9153410,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9153410,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00138,SENDAI TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9397107,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9397107,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00139,QINGDAO TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9915985,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9915985,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00140,YANGTZE TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9915997,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9915997,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00141,NO.2 OCEAN PIONEER,COMP_SINOKOR,SINOKOR Merchant Marine,9340439,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9340439,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00142,OCEAN PIONEER,COMP_SINOKOR,SINOKOR Merchant Marine,9347152,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9347152,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00143,SAWASDEE CHITTAGONG,COMP_SINOKOR,SINOKOR Merchant Marine,9940758,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9940758,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00144,SAWASDEE SHANGHAI,COMP_SINOKOR,SINOKOR Merchant Marine,9940760,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9940760,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00145,SAWASDEE XIAMEN,COMP_SINOKOR,SINOKOR Merchant Marine,9940772,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9940772,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00146,SAWASDEE INCHEON,COMP_SINOKOR,SINOKOR Merchant Marine,9940784,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9940784,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00147,SAWASDEE SIRIUS,COMP_SINOKOR,SINOKOR Merchant Marine,9943774,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9943774,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00148,SAWASDEE VEGA,COMP_SINOKOR,SINOKOR Merchant Marine,9943786,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9943786,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00149,SAWASDEE CAPELLA,COMP_SINOKOR,SINOKOR Merchant Marine,9943798,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9943798,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00150,SAWASDEE RIGEL,COMP_SINOKOR,SINOKOR Merchant Marine,9943803,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9943803,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00151,SAWASDEE ALTAIR,COMP_SINOKOR,SINOKOR Merchant Marine,9946635,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9946635,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00152,SAWASDEE SPICA,COMP_SINOKOR,SINOKOR Merchant Marine,9946647,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9946647,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00153,SAWASDEE DENEB,COMP_SINOKOR,SINOKOR Merchant Marine,9946659,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9946659,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00154,YEOSU VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9963138,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9963138,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00155,INCHEON VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9963140,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9963140,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00156,ULSAN VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9963152,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9963152,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00157,SAWASDEE MIMOSA,COMP_SINOKOR,SINOKOR Merchant Marine,9946661,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9946661,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00158,TOYAMA TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9968114,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9968114,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00159,KWANGYANG VOYAGER,COMP_SINOKOR,SINOKOR Merchant Marine,9963164,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9963164,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00160,AKITA TRADER,COMP_SINOKOR,SINOKOR Merchant Marine,9968126,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9968126,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00161,MELBOURNE BRIDGE,COMP_SINOKOR,SINOKOR Merchant Marine,9967287,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9967287,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00162,SYDNEY BRIDGE,COMP_SINOKOR,SINOKOR Merchant Marine,9967304,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9967304,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00163,MOJI EXPRESS,COMP_SINOKOR,SINOKOR Merchant Marine,1056032,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/1056032,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00164,Asia Excellence,COMP_CHEVRON,Chevron Corporation,9610767,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9610767,SRC_0105,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00165,P. Long Beach,COMP_PERFORMANCE_SHIPPING,Performance Shipping Inc.,9656890,IMO populated — checksum valid,High,2026-09-07,https://tankermap.com/vessel/9656890,SRC_0109,Operating / chartered,IMO added in v1.3 enrichment pass.
VESSEL_00166,Largo Eagle,,Unresolved / charter exposure,9935911,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9935911,SRC_0110,Operating / cargo booking,IMO added in v1.3 enrichment pass.
VESSEL_00167,Nord Ventura,,Unresolved / charter exposure,9910337,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9910337,SRC_0110,Operating / cargo booking,IMO added in v1.3 enrichment pass.
VESSEL_00168,Rex Tillerson,,Unresolved / charter exposure,9953248,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9953248,SRC_0086,Operating / delivered 2024,IMO added in v1.3 enrichment pass.
VESSEL_00169,CAPT. KATTELMANN,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9330915,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9330915,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00170,ATHENA,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9187344,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9187344,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00171,GFS GALAXY,COMP_GFS,Global Feeder Shipping,9401271,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9401271,SRC_0179,Damaged / post-incident assessment,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00172,GFS GENESIS,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9704659,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9704659,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00173,GFS PRECIOUS,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9436434,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9436434,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00174,GFS GISELLE,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9704661,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9704661,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00175,GFS RUBY,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9455909,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9455909,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00176,GFS PRESTIGE,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9303819,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9303819,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00177,GFS PRIDE,COMP_GFS,Global Feeder Shipping,9349045,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9349045,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00178,GFS RANNA,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9137569,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9137569,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00179,GFS JADE,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9187863,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9187863,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00180,GFS PERFECT,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9308039,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9308039,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00181,GFS PEARL,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9320051,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9320051,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00182,GFS JUNO,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9187875,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9187875,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00183,GFS PRIME,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9311749,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9311749,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00184,GFS SAPPHIRE,COMP_GFS_SHIP_MGMT,GFS Ship Management FZE / role reconciliation,9330927,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9330927,SRC_0179,Operating,IMO added in v1.4 GFS fleet seed; technical specs sourced from GFS Ship Management and cross-checked where public vessel registry data was available.
VESSEL_00185,SIGYN W,,Unresolved ownership/operator; canonical IMO seed,9754446,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9754446,SRC_0191,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00186,KOI,,Unresolved ownership/operator; canonical IMO seed,9461489,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9461489,SRC_0191,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00187,CMA CGM AMBER,,Unresolved ownership/operator; canonical IMO seed,9350381,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9350381,SRC_0191,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00188,CMA CGM SORBONNE,,Unresolved ownership/operator; canonical IMO seed,9839210,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9839210,SRC_0191,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00189,CMA CGM MEKONG,,Unresolved ownership/operator; canonical IMO seed,9718105,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9718105,SRC_0191,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00190,MSC UTMOST VIII,,Unresolved ownership/operator; canonical IMO seed,9302621,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9302621,SRC_0192,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00191,MSC TARA III,,Unresolved ownership/operator; canonical IMO seed,9259381,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9259381,SRC_0192,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00192,MSC KAYLA,,Unresolved ownership/operator; canonical IMO seed,9242637,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9242637,SRC_0192,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00193,MSC JENNY II,,Unresolved ownership/operator; canonical IMO seed,9000742,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9000742,SRC_0192,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00194,MSC SHANGHAI V,,Unresolved ownership/operator; canonical IMO seed,9231822,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9231822,SRC_0192,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00195,MAERSK SANA,,Unresolved ownership/operator; canonical IMO seed,9289922,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9289922,SRC_0193,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00196,MAERSK STOCKHOLM,,Unresolved ownership/operator; canonical IMO seed,9352042,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9352042,SRC_0193,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00197,ADRIAN MAERSK,,Unresolved ownership/operator; canonical IMO seed,9948815,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9948815,SRC_0193,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00198,BSG BONAIRE,,Unresolved ownership/operator; canonical IMO seed,9303766,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9303766,SRC_0193,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00199,AS SIMONE,,Unresolved ownership/operator; canonical IMO seed,9813814,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9813814,SRC_0193,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00200,XIN FEI ZHOU,,Unresolved ownership/operator; canonical IMO seed,9337937,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9337937,SRC_0194,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00201,XIN TAI CANG,,Unresolved ownership/operator; canonical IMO seed,9320465,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9320465,SRC_0194,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00202,SEASMILE,,Unresolved ownership/operator; canonical IMO seed,9632820,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9632820,SRC_0194,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00203,HANSA BREITENBURG,,Unresolved ownership/operator; canonical IMO seed,9155391,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9155391,SRC_0194,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00204,SMC COLUMBUS,,Unresolved ownership/operator; canonical IMO seed,9961556,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9961556,SRC_0194,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00205,EVER FAR,,Unresolved ownership/operator; canonical IMO seed,9850862,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9850862,SRC_0195,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00206,EVER BEFIT,,Unresolved ownership/operator; canonical IMO seed,9784128,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9784128,SRC_0195,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00207,EVER LINKING,,Unresolved ownership/operator; canonical IMO seed,9629043,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9629043,SRC_0195,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00208,EVER MEMO,,Unresolved ownership/operator; canonical IMO seed,9935272,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9935272,SRC_0195,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00209,NORTHERN PRACTISE,,Unresolved ownership/operator; canonical IMO seed,9450301,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9450301,SRC_0195,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00210,VALPARAISO EXPRESS,,Unresolved ownership/operator; canonical IMO seed,9777589,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9777589,SRC_0196,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00211,SALERNO EXPRESS,,Unresolved ownership/operator; canonical IMO seed,9439761,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9439761,SRC_0196,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00212,CARTAGENA EXPRESS,,Unresolved ownership/operator; canonical IMO seed,9777618,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9777618,SRC_0196,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00213,DAMIETTA EXPRESS,,Unresolved ownership/operator; canonical IMO seed,9543108,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9543108,SRC_0196,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00214,AL NASRIYAH,,Unresolved ownership/operator; canonical IMO seed,9708849,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9708849,SRC_0196,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00215,NYK FUJI,,Unresolved ownership/operator; canonical IMO seed,9482938,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9482938,SRC_0197,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00216,ONE SPHERE,,Unresolved ownership/operator; canonical IMO seed,9975624,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9975624,SRC_0197,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00217,NYK VENUS,,Unresolved ownership/operator; canonical IMO seed,9312793,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9312793,SRC_0197,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00218,ONE MODERN,,Unresolved ownership/operator; canonical IMO seed,9475636,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9475636,SRC_0197,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
VESSEL_00219,ONE MILLAU,,Unresolved ownership/operator; canonical IMO seed,9706736,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9706736,SRC_0197,Operating / schedule-observed,Added in v1.5 fleet-build pass. Schedule evidence is not treated as ownership evidence.
