Company ID,Company,Entity Type,HQ City,HQ Country,Ownership,Business Segments,Senior Leader,Title,Scale / Network Notes,Status,Source ID,As Of
COMP_ALGOMA_TANKERS,Algoma Tankers Chartering Limited,Company / operator,,Canada,Algoma-associated operator,Product / chemical tankers,,,Manager/operator named on Algoma East Coast specification sheet.,Active,SRC_0171,2026-09-07
COMP_FUNDY_TANKERS,Fundy Tankers Ltd.,Vessel-owning company,,Canada,Vessel-owning entity,Product / chemical tankers,,,Registered owner shown for Algoma East Coast; wider control relationship remains to be separately verified.,Active,SRC_0172,2026-09-07
COMP_LOWER_LAKES,Lower Lakes Towing,Company,,Canada,,Great Lakes bulk shipping,,,Great Lakes operator appearing in Michigan regulator records.,Active,SRC_0167,2026-09-07
COMP_KEY_LAKES,"Key Lakes, Inc.",Company / vessel operator,,United States,,Great Lakes bulk shipping,,,Operator appearing in Michigan regulator records; connected to CN Great Lakes Fleet at the system level.,Active,SRC_0167,2026-09-07
COMP_LAKE_MICHIGAN_CARFERRY,Lake Michigan Carferry,Company / ferry operator,"Ludington, Michigan",United States,Private,Passenger ferry; vehicle ferry; freight ferry,,,Operator of SS Badger in Michigan regulator records.,Active,SRC_0167,2026-09-07
COMP_BROOKFIELD_AM,Brookfield Asset Management,Investment manager,Toronto,Canada,Public alternative asset manager,Infrastructure; real estate; renewable power; private equity; credit,,,Parent investment platform for Brookfield-managed infrastructure and real-asset strategies,Active,SRC_0255,2026-09-07
COMP_BROOKFIELD_INFRA,Brookfield Infrastructure Partners,Infrastructure investor / operator,Hamilton,Bermuda,Brookfield-managed listed infrastructure partnership,Transport; utilities; midstream; data; ports; rail; logistics,,,Retained 25% interest in UK port operation after October 2025 partial disposition,Active,SRC_0255,2026-09-07
COMP_KKR,KKR & Co. Inc.,Alternative investment manager,New York,United States,Public alternative asset manager,Private equity; infrastructure; real estate; credit; insurance,,,Relevant to port-adjacent logistics real estate and infrastructure investment,Active,SRC_0263,2026-09-07
COMP_MIRASTAR,Mirastar,Logistics real estate platform,London,United Kingdom,KKR Real Estate industrial/logistics platform in Europe,Logistics development; investment; asset management,,,KKR/Mirastar manages approx. EUR2.7bn AUM across major European logistics markets,Active,SRC_0263,2026-09-07
COMP_STONEPEAK,Stonepeak,Infrastructure / real assets investor,New York,United States,Private alternative investment firm,Transport & logistics; real estate; digital; energy; social infrastructure,,,Current port exposure includes United Ports and GeelongPort; logistics real estate includes rail-served assets,Active,SRC_0285,2026-09-07
COMP_BLACKROCK,"BlackRock, Inc.",Asset manager,New York,United States,Public asset manager,Infrastructure; public markets; private markets; technology,,,Completed acquisition of Global Infrastructure Partners in October 2024,Active,SRC_0258,2026-09-07
COMP_GIP,Global Infrastructure Partners,Infrastructure investment platform,New York,United States,Part of BlackRock,Transport; energy; digital; water; waste,Bayo Ogunlesi,Chairman & CEO,Portfolio has included Peel Ports and Port of Melbourne; BlackRock infrastructure platform,Active,SRC_0259,2026-09-07
COMP_MACQUARIE_AM,Macquarie Asset Management,Asset / infrastructure manager,Sydney,Australia,Part of Macquarie Group,Infrastructure; real estate; private markets; transport,,,Manages U.S. port terminal assets including International Transportation Service,Active,SRC_0260,2026-09-07
COMP_IFM,IFM Investors,Infrastructure investment manager,Melbourne,Australia,Investor-owned global fund manager,Infrastructure; debt; listed equities; private equity,,,Infrastructure portfolio includes 9 ports in 5 countries as at 30 June 2026,Active,SRC_0262,2026-09-07
COMP_BLACKSTONE,Blackstone Inc.,Alternative investment manager,New York,United States,Public alternative asset manager,Real estate; private equity; credit; infrastructure,,,Logistics is approximately 40% of global real-estate exposure in 2026,Active,SRC_0265,2026-09-07
COMP_PROXITY,Proxity,Logistics real estate platform,Frankfurt,Germany,Assets owned by Blackstone-managed real-estate funds,Logistics warehouses; development; pan-European real estate,,,Launched in 2025 with about 500 properties and development projects totaling >7m sqm,Active,SRC_0264,2026-09-07
COMP_PROLOGIS,"Prologis, Inc.",Logistics real estate company,San Francisco,United States,Public REIT / logistics real estate platform,Logistics real estate; development; strategic capital; energy/digital infrastructure,,,Approx. 1.3bn sq ft in 20 countries at 30 June 2026,Active,SRC_0266,2026-09-07
COMP_GIC,GIC,Sovereign institutional investor,Singapore,Singapore,Government of Singapore investment manager,Infrastructure; real estate; private equity; public markets,,,2026 logistics JV partner with Prologis in U.S. build-to-suit facilities,Active,SRC_0267,2026-09-07
COMP_LA_CAISSE,La Caisse (CDPQ),Institutional investor,Montreal,Canada,Québec institutional investor,Infrastructure; real estate; private equity; public markets,,,70% partner in 2026 Prologis Logistics Investment Venture Europe,Active,SRC_0268,2026-09-07
COMP_ESR,ESR Group,Real asset owner / manager,Hong Kong,Hong Kong SAR,Private real asset platform,Logistics real estate; industrial; data centres; fund management,,,US$77.3bn total AUM at 31 Dec 2025; APAC logistics and industrial focus,Active,SRC_0269,2026-09-07
COMP_CIC,China Investment Corporation,Sovereign wealth fund,Beijing,China,Chinese sovereign wealth fund,Global investments; real estate; infrastructure,,,Majority owner of Logicor,Active,SRC_0270,2026-09-07
COMP_LOGICOR,Logicor,Logistics real estate company,London / Luxembourg,United Kingdom / Luxembourg,Majority owned by CIC,European logistics real estate; development; asset management,,,Leading European logistics real estate platform,Active,SRC_0270,2026-09-07
COMP_CARESUPER,CareSuper,Superannuation fund,Melbourne,Australia,Australian industry super fund,Institutional investment; infrastructure; real assets,,,30% co-owner of GeelongPort alongside Stonepeak,Active,SRC_0257,2026-09-07
COMP_UNITED_PORTS,United Ports LLC,Port infrastructure joint venture,United States,United States,75% CMA CGM / 25% Stonepeak,Port terminal investment and development,,,Portfolio of 9 major CMA CGM-operated terminals across five countries; expansion pipeline,Active,SRC_0256,2026-09-07
COMP_GEELONGPORT,GeelongPort Pty Limited,Port company,North Geelong,Australia,70% Stonepeak / 30% CareSuper,Landlord port; bulk; breakbulk; infrastructure,Brett Winter,CEO,Victoria diversified landlord port with 15 berths across Corio Quay and Lascelles Wharf,Active,SRC_0257,2026-09-07
COMP_ITS,International Transportation Service,Container terminal company,Long Beach,United States,Macquarie Asset Management portfolio company,Container terminals; port infrastructure,Kim Holtermand,CEO,Portfolio includes Long Beach ITS and Tacoma Husky terminal,Active,SRC_0260,2026-09-07
COMP_PLP,PLP,Logistics real estate developer / manager,London,United Kingdom,Institutional-capital-backed logistics platform,Logistics development; investment management; industrial real estate,,,Seller of four UK logistics assets to KKR/Mirastar in July 2026,Active,SRC_0263,2026-09-07
COMP_PLIVE,Prologis Logistics Investment Venture Europe,Logistics real estate joint venture,,Europe,70% La Caisse / 30% Prologis,Logistics property acquisition; development; operations,,,"EUR1bn seed portfolio across France, Germany, Netherlands, Sweden and UK",Active,SRC_0268,2026-09-07
COMP_TBILISI_DRY_PORT,Tbilisi Dry Port LLC,Dry-port / inland terminal company,Tbilisi,Georgia,60% AD Ports Group; other shareholders include Wilhelmsen Port Services Georgia and Inveco LLC,Dry port; inland terminal; warehousing; 3PL; customs; rail-road intermodal,,,Operator/developer of Tbilisi Intermodal Hub / Tbilisi Dry Port,Active,SRC_0282,2026-09-07
COMP_WILHELMSEN_PORT_SERVICES,Wilhelmsen Port Services,Port services company,Lysaker,Norway,Part of Wilhelmsen group,Port agency; marine products; logistics / port services,,,Tbilisi Dry Port JV partner via Wilhelmsen Port Services Georgia,Active,SRC_0282,2026-09-07
COMP_INVECO,Inveco LLC,Investment / project company,Tbilisi,Georgia,Private,Infrastructure / logistics investment,,,Tbilisi Dry Port JV partner,Active,SRC_0282,2026-09-07
COMP_CENTREPORT,CentrePort Canada Inc.,Inland port / economic development corporation,Winnipeg,Canada,Public-private inland-port development entity,Inland port; industrial land; logistics; FTZ; rail/air/truck connectivity,,,"20,000-acre trimodal inland port and Foreign Trade Zone",Active,SRC_0271,2026-09-07
COMP_ETIHAD_RAIL,Etihad Rail,Rail infrastructure / freight operator,Abu Dhabi,United Arab Emirates,UAE national rail company,Freight rail; passenger rail; logistics terminals; dry ports,,,Operator of UAE National Rail Network; Al Ghail Dry Port rail terminal exposure,Active,SRC_0272,2026-09-07
COMP_KEZAD,KEZAD Group,Economic zones / industrial real estate operator,Abu Dhabi,United Arab Emirates,Part of AD Ports Group Economic Cities & Free Zones,Economic zones; free zones; industrial land; warehouses; logistics parks,,,UAE integrated economic-zone and industrial real-estate platform,Active,SRC_0275,2026-09-07
COMP_JAFZA,Jebel Ali Free Zone (JAFZA),Free zone / industrial-logistics real estate operator,Dubai,United Arab Emirates,Part of DP World UAE,Free zone; industrial land; warehouses; logistics; light manufacturing,,,"57 sq km integrated industrial, logistics and trade hub adjacent to Jebel Ali Port",Active,SRC_0273,2026-09-07
COMP_DHL_AG,DHL AG,Listed parent / logistics group,Bonn,Germany,Publicly listed,Express; Global Forwarding; Supply Chain; eCommerce; Post & Parcel Germany,Tobias Meyer,Chief Executive Officer,Global logistics group; operating divisions legally separated under DHL AG effective 1 Sep 2026.,Active,SRC_0288,2026-09-07
COMP_DHL_EXPRESS,DHL Express,Express logistics company / division,Bonn,Germany,Wholly owned by DHL AG,International express; air network; customs; road feeder,John Pearson,CEO DHL Express,>220 countries/territories; >275 dedicated aircraft within virtual-airline network.,Active,SRC_0290,2026-09-07
COMP_DHL_GLOBAL_FORWARDING,DHL Global Forwarding,Freight forwarding company / division,Bonn,Germany,Wholly owned by DHL AG,Air freight; ocean freight; rail; road; multimodal; customs,,,>115 countries; >200 terminals/storage facilities; asset-light forwarding model.,Active,SRC_0291,2026-09-07
COMP_DHL_SUPPLY_CHAIN,DHL Supply Chain,Contract logistics company / division,Bonn,Germany,Wholly owned by DHL AG,Contract logistics; warehousing; fulfillment; transport; 4PL,Hendrik Venter,CEO DHL Supply Chain,>55 countries; ~17.5m sqm owned/leased warehousing and operational space.,Active,SRC_0292,2026-09-07
COMP_DHL_ECOMMERCE,DHL eCommerce,Parcel / e-commerce logistics company / division,Bonn,Germany,Wholly owned by DHL AG,Parcel delivery; cross-border e-commerce; lockers; service points,,,">20 countries; >53,000 parcel lockers and >167,000 service points reported.",Active,SRC_0293,2026-09-07
COMP_DEUTSCHE_POST,Deutsche Post AG,Postal / parcel subsidiary,Bonn,Germany,Wholly owned by DHL AG,Post & Parcel Germany,,,German domestic mail and parcel business after 1 Sep 2026 reorganization.,Active,SRC_0288,2026-09-07
COMP_DHL_AVIATION,DHL Aviation,Air network platform,Bonn,Germany,DHL Group operating platform / airline network,Air cargo; dedicated and partner-airline capacity,,,">275 dedicated aircraft, 19 partner airlines, ~300 commercial carriers, >2,400 daily flights, 23 hubs.",Active,SRC_0290,2026-09-07
COMP_FEDEX_CORP,FedEx Corporation,Listed parent / logistics group,Memphis,United States,Publicly listed,Express; parcel; air cargo; ground; customs; supply chain,Raj Subramaniam,President & CEO,"Federal Express network: 700 aircraft, >180,000 motorized vehicles and ~84,000 drop-off locations.",Active,SRC_0297,2026-09-07
COMP_FEDERAL_EXPRESS,Federal Express Corporation,Integrated express carrier,Memphis,United States,FedEx Corporation,Air express; ground parcel; freight; customs; e-commerce logistics,,,Principal integrated operating company of FedEx; global air and surface network.,Active,SRC_0297,2026-09-07
COMP_FEDEX_SUPPLY_CHAIN,FedEx Supply Chain,Contract logistics company,Memphis,United States,FedEx Corporation; sale to CMA CGM/CEVA pending,Contract logistics; warehousing; fulfillment; returns,,,"Nearly 10,000 employees; proposed $1.4bn sale to CMA CGM announced 1 Jul 2026, expected close in 2026.",Active / transaction pending,SRC_0301,2026-09-07
COMP_FEDEX_FREIGHT,FedEx Freight Holding Company,Independent listed LTL company,Memphis,United States,Independent public company; FedEx retains 19.9% temporarily,Less-than-truckload freight; terminals; road network,,,">365 locations; ~355 terminals; nearly 30,000 motorized vehicles.",Active,SRC_0298,2026-09-07
COMP_AMAZON,"Amazon.com, Inc.",Listed technology / commerce / logistics group,Seattle,United States,Publicly listed,Retail; marketplace; cloud; logistics; freight; air cargo; fulfillment,Andy Jassy,President & CEO,Commerce platform with increasingly externalized multimodal logistics network.,Active,SRC_0302,2026-09-07
COMP_AMAZON_SUPPLY_CHAIN,Amazon Supply Chain Services,Service platform / business unit,Seattle,United States,"Amazon.com, Inc.",Freight; distribution; fulfillment; parcel shipping; inventory placement,,,"Opened Amazon logistics network to external businesses in May 2026 across ocean, air, ground and rail.",Active,SRC_0302,2026-09-07
COMP_AMAZON_GLOBAL_LOGISTICS,Amazon Global Logistics,Service platform / business unit,Seattle,United States,"Amazon.com, Inc.",International ocean freight; air freight; customs; origin pickup,,,Cross-border ocean and air freight platform connecting origins including China into Amazon networks.,Active,SRC_0304,2026-09-07
COMP_AMAZON_FREIGHT,Amazon Freight,Service platform / business unit,Seattle,United States,"Amazon.com, Inc.",FTL; LTL; intermodal; freight brokerage; trucking,,,"80,000+ trailers, 24,000+ intermodal containers, 50,000+ vetted carriers.",Active,SRC_0303,2026-09-07
COMP_AMAZON_AIR,Amazon Air,Air cargo network / business unit,Seattle,United States,"Amazon.com, Inc.",Air cargo; contracted airline operations; sortation hubs,,,100+ aircraft network; flagship CVG hub; uses contracted operating airlines.,Active,SRC_0302,2026-09-07
COMP_SUN_COUNTRY,Sun Country Airlines,Airline / cargo operator,Minneapolis,United States,Owned by Allegiant Travel Company since May 2026,Passenger airline; charter; Amazon cargo operations,,,Operates 22 B737-800 cargo aircraft on behalf of Amazon; aircraft subleased directly from Amazon.,Active,SRC_0307,2026-09-07
COMP_ALLEGIANT,Allegiant Travel Company,Listed airline / travel group,Las Vegas,United States,Publicly listed,Passenger airline; travel; Sun Country subsidiary,,,Acquired Sun Country on 13 May 2026; Amazon cargo ATSA continues within Sun Country operation.,Active,SRC_0307,2026-09-07
COMP_ADQ,Abu Dhabi Developmental Holding Company PJSC (ADQ),Sovereign investment company,Abu Dhabi,United Arab Emirates,Government of Abu Dhabi,Infrastructure; transport & logistics; energy; food; healthcare; finance,,,Strategic Abu Dhabi investor focused on infrastructure and supply chains; controls Aramex and majority-owns AD Ports Group.,Active,SRC_0308,2026-09-07
COMP_Q_LOGISTICS,Q Logistics Holding LLC,Acquisition / holding vehicle,Abu Dhabi,United Arab Emirates,Wholly owned indirect subsidiary of ADQ,Investment holding; acquisition vehicle,,,Used by ADQ for the Aramex tender offer; keep separate from operating logistics companies.,Active,SRC_0308,2026-09-07
COMP_ARAMEX,Aramex PJSC,Integrated logistics company,Dubai,United Arab Emirates,ADQ-controlled; aggregate ADQ ownership 63.16% including AD Ports stake,Express; freight forwarding; contract logistics; warehousing; e-commerce,Amadou Diallo,Group Chief Executive Officer,">65 countries; 60+ warehouse facilities in 29 countries; ~800,000 sqm managed warehouse space.",Active,SRC_0309,2026-09-07
,,,,,,,,,,,,
COMP_ATI,Air Transport International,Cargo airline / ACMI operator,"Wilmington, OH",United States,ATSG group,Air cargo; ACMI; Amazon contracted operations,,,Direct Amazon Air carrier partner.,Active,SRC_0325,2026-09-08
COMP_ABX_AIR,ABX Air,Cargo airline / ACMI operator,"Wilmington, OH",United States,ATSG group,Air cargo; ACMI; Amazon contracted operations,,,Direct Amazon Air carrier partner.,Active,SRC_0325,2026-09-08
COMP_21_AIR,21 Air,Cargo airline / ACMI operator,"Greensboro, NC",United States,Private,Air cargo; ACMI; Amazon contracted operations,,,Direct Amazon Air carrier partner.,Active,SRC_0325,2026-09-08
COMP_HAWAIIAN,Hawaiian Airlines,Airline / cargo operator,"Honolulu, HI",United States,Alaska Air Group,Passenger airline; cargo; Amazon contracted operations,,,Operates Amazon A330-300P2F program.,Active,SRC_0325,2026-09-08
COMP_CARGOJET,Cargojet Airways,Cargo airline,"Mississauga, ON",Canada,Publicly listed,Air cargo; ACMI; Amazon contracted operations,,,Direct Amazon Air carrier partner.,Active,SRC_0325,2026-09-08
COMP_ASL_IRELAND,ASL Airlines Ireland,Cargo airline,Dublin,Ireland,ASL Aviation Holdings,Air cargo; ACMI; Amazon contracted operations,,,Direct Amazon Air carrier partner.,Active,SRC_0325,2026-09-08
COMP_QUIKJET,Quikjet Cargo Airlines,Cargo airline,Bengaluru,India,Private,Air cargo; Amazon contracted operations,,,Direct Amazon Air carrier partner.,Active,SRC_0325,2026-09-08
COMP_MSC_AIR_CARGO,MSC Air Cargo,Air cargo business / airline platform,Geneva,Switzerland,MSC Group,Air cargo; Boeing 777 freighter network,,,Seven Boeing 777 freighters in current fleet.,Active,SRC_0333,2026-09-08
COMP_ATLAS_AIR,Atlas Air,Cargo airline / ACMI operator,"Purchase, NY",United States,Atlas Air Worldwide,Air cargo; ACMI; charter,,,Operating partner for branded cargo programs.,Active,SRC_0333,2026-09-08
COMP_ALISCARGO,AlisCargo Airlines / MSC Air,Cargo airline,Milan,Italy,MSC-controlled,Air cargo; MSC Air Cargo European AOC,,,MSC-controlled airline platform for Italian-registered MSC Air Cargo aircraft.,Active,SRC_0333,2026-09-08
COMP_CARGOLUX_ITALIA,Cargolux Italia,Cargo airline,Milan,Italy,Cargolux Group,Boeing 747 freighter operations,,,Four aircraft in Cargolux Group fleet.,Active,SRC_0327,2026-09-08
COMP_UPS,"United Parcel Service, Inc.",Integrated logistics group,"Atlanta, GA",United States,Publicly listed,Parcel; air cargo; ground; supply chain,,,Parent of UPS Airlines.,Active,SRC_0336,2026-09-08
COMP_UPS_AIRLINES,UPS Airlines,Cargo airline / operating division,"Louisville, KY",United States,"United Parcel Service, Inc.",Air cargo; express network,,,Primary UPS airline operating layer.,Active,SRC_0336,2026-09-08
COMP_AIR_BELGIUM,Air Belgium,Cargo airline / CMA CGM group platform,Brussels,Belgium,CMA CGM Group,Air cargo; Boeing 747-8F operations,,,Cargo operations integrated into CMA CGM air-cargo network.,Active / integrated,SRC_0332,2026-09-08
COMP_STENA_LINE,Stena Line,Ferry / Ro-Ro operator,Gothenburg,Sweden,Private / Stena group,Ro-Pax ferries; Ro-Ro; terminals; ferry routes,,,Major European ferry operator; Holyhead-Dublin exposure,Active,SRC_0340,2026-09-08
COMP_STENA_LINE_PORTS,Stena Line Ports,Port / terminal operator,,United Kingdom,Stena group,Ferry port and terminal operations,,,Holyhead terminal resilience and infrastructure works,Active,SRC_0340,2026-09-08
COMP_SAMSUNG_ELECTRONICS_AMERICA,Samsung Electronics America,Shipper / electronics company,"Ridgefield Park, NJ",United States,Samsung Electronics subsidiary,Electronics; importer; shipper,,,FMC claimant in major detention/demurrage dispute,Active,SRC_0341,2026-09-08
COMP_FMC,Federal Maritime Commission,Government regulator,"Washington, DC",United States,U.S. federal agency,Shipping regulation; adjudication,,,U.S. maritime competition and Shipping Act regulator,Active,SRC_0341,2026-09-08
COMP_ICTSI,"International Container Terminal Services, Inc. (ICTSI)",Global terminal operator,Manila,Philippines,Publicly listed,Ports; terminals; logistics,Enrique K. Razon Jr.,Chairman / President,34 terminals across 19 countries reported in cited article,Active,SRC_0354,2026-09-08
COMP_TLG,The Logistics Group (TLG),Integrated logistics group,,South Africa,Acquisition target; AIIM/Mokobela shareholders pre-close,Ports; bulk cargo; rail; warehousing; digital logistics,,,"Southern Africa logistics platform across South Africa, Mozambique and Namibia",Active / acquisition agreed,SRC_0354,2026-09-08
COMP_AIIM,African Infrastructure Investment Managers,Infrastructure investor,Cape Town,South Africa,Investment manager,Infrastructure investment,,,74% shareholder in TLG before ICTSI transaction,Active,SRC_0354,2026-09-08
COMP_MOKOBELA,Mokobela Shataki Proprietary Limited,Investment holding company,,South Africa,Private,Investment holding,,,26% shareholder in TLG before ICTSI transaction,Active,SRC_0354,2026-09-08
COMP_ROSNEFT,Rosneft,Integrated energy company,Moscow,Russia,State-controlled / public company,Oil; gas; pipelines; terminals,,,Developer of Vostok Oil and Bukhta Sever export system,Active,SRC_0343,2026-09-08
COMP_VOSTOK_OIL,Vostok Oil,Energy project / platform,,Russia,Rosneft project,Upstream oil; pipeline; Arctic export logistics,,,Linked to Bukhta Sever and Vankor-Payakha-Bukhta Sever pipeline,Development / ramp-up,SRC_0343,2026-09-08
COMP_CHCL,Cargo Handling Corporation Ltd (CHCL),Terminal operator,Port Louis,Mauritius,State-linked port cargo handler,Container terminal operations; cargo handling,,,Operator upgrading Mauritius Container Terminal equipment,Active,SRC_0344,2026-09-08
COMP_MPA_MAURITIUS,Mauritius Ports Authority,Port authority,Port Louis,Mauritius,Government authority,Port authority; infrastructure,None,,Authority for Port Louis,Active,SRC_0344,2026-09-08
COMP_PORT_OAKLAND,Port of Oakland,Port authority,"Oakland, CA",United States,Public port authority,Seaport; airport; commercial real estate,,,Sponsor of Oakland Harbor Turning Basins Widening Project,Active,SRC_0347,2026-09-08
COMP_USACE,U.S. Army Corps of Engineers,Government engineering agency,"Washington, DC",United States,U.S. federal agency,Navigation infrastructure; dredging; civil works,,,Federal partner on Oakland turning-basin project,Active,SRC_0347,2026-09-08
COMP_AUSTAL,Austal Limited,Shipbuilder,"Henderson, WA",Australia,Publicly listed,Naval and commercial shipbuilding,,,Parent of Austal USA,Active,SRC_0348,2026-09-08
COMP_AUSTAL_USA,Austal USA,Defense shipbuilder,"Mobile, AL",United States,Austal Limited subsidiary,Naval shipbuilding; repair; modules,,,Strategic U.S. shipbuilding platform subject to acquisition interest,Active / strategic review,SRC_0348,2026-09-08
COMP_WILDCAT_INFRA,Wildcat Infrastructure,Infrastructure investment firm,,United States,Private,Critical infrastructure; defense investment,,,Preliminary interest in Austal USA,Active,SRC_0348,2026-09-08
COMP_HANWHA_GROUP,Hanwha Group,Industrial / defense group,Seoul,South Korea,Private/public group structure,Defense; shipbuilding; aerospace; energy,,,Approved for due diligence on potential Austal USA acquisition,Active,SRC_0348,2026-09-08
COMP_PHIL_SPAN_ASIA,Philippine Span Asia Carrier Corp.,Domestic shipping company,,Philippines,Private,Inter-island container shipping,,,Operator of Span Asia 39,Active,SRC_0353,2026-09-08
COMP_BENZMARK,Benzmark Marine Shipyard,Shipyard / marine services,,Malaysia,Private,Ship repair; marine services,,,Johor facility linked to SMF Ixora incident,Active,SRC_0355,2026-09-08
COMP_ANP_URUGUAY,Administración Nacional de Puertos (ANP),Port authority,Montevideo,Uruguay,Government authority,Port administration,,,Port authority involved in Alpha Crux response,Active,SRC_0356,2026-09-08
COMP_IDERNOL,Idernol Oriental Shipping,Shipping agency,,Uruguay,Private,Shipping agency,,,Agency linked to Alpha Crux response,Active,SRC_0356,2026-09-08
COMP_NUEVA_ERA_OSRO,Nueva Era Oil Spill Response Organization,Marine environmental response company,,Uruguay,Private,Oil-spill response; marine environmental services,,,Deployed containment and pumping equipment at Alpha Crux casualty,Active,SRC_0356,2026-09-08
COMP_YEMEN_COAST_GUARD,Yemen Coast Guard,Government maritime security organization,Aden,Yemen,Internationally recognized government,Coast guard; maritime enforcement,,,Interdiction actor in Nereida case,Active,SRC_0349,2026-09-08
COMP_BUSAN_PA,Busan Port Authority,Port authority,Busan,South Korea,State-owned authority,Port governance and operations,,,Named in proposed/approved Korean port-authority integration,Active / restructuring,SRC_0345,2026-09-08
COMP_INCHEON_PA,Incheon Port Authority,Port authority,Incheon,South Korea,State-owned authority,Port governance and operations,,,Named in proposed/approved Korean port-authority integration,Active / restructuring,SRC_0345,2026-09-08
COMP_ULSAN_PA,Ulsan Port Authority,Port authority,Ulsan,South Korea,State-owned authority,Port governance and operations,,,Named in proposed/approved Korean port-authority integration,Active / restructuring,SRC_0345,2026-09-08
COMP_YEOSU_GWANGYANG_PA,Yeosu Gwangyang Port Authority,Port authority,Gwangyang,South Korea,State-owned authority,Port governance and operations,,,Named in proposed/approved Korean port-authority integration,Active / restructuring,SRC_0345,2026-09-08
COMP_KOREA_PORT_AUTHORITY,Korea Port Authority (proposed integrated organization),Port authority / proposed national body,Seoul,South Korea,Government,National port governance,,,Proposed/announced integration vehicle; verify implementation status against primary sources,Proposed / developing,SRC_0345,2026-09-08
COMP_PSA,PSA International,Global port / terminal operator,Singapore,Singapore,Temasek-linked,Container terminals; ports; intermodal logistics,,,"Global public network includes terminals across Asia, Europe, Middle East and the Americas",Active,SRC_0360,2026-09-08
COMP_CM_PORT,China Merchants Port Holdings / China Merchants Port Group,Global port operator / investor,Hong Kong / Shenzhen,China,China Merchants Group,Ports; container terminals; port-industrial ecosystems,,,"Global portfolio including Western Shenzhen, Sri Lanka, Africa, Europe and Latin America",Active,SRC_0365,2026-09-08
COMP_SSA_MARINE,SSA Marine,Marine terminal operator,Seattle,United States,Carrix group,Container; conventional cargo; cruise; stevedoring,,,Large Americas-focused terminal and stevedoring footprint with selected international terminals,Active,SRC_0368,2026-09-08
COMP_EUROGATE,EUROGATE,Container terminal operator,Bremen,Germany,EUROKAI / BLG structure,Container terminals; intermodal rail; port logistics,,,German terminals plus Mediterranean network through partner/group structures,Active,SRC_0372,2026-09-08
COMP_HHLA,Hamburger Hafen und Logistik AG (HHLA),Port and logistics operator,Hamburg,Germany,Public / strategic Hamburg-MSC ownership structure,Container terminals; rail; intermodal; port logistics,,,"Seaport terminals in Hamburg, Tallinn, Trieste and Odesa plus specialist terminals",Active,SRC_0374,2026-09-08
COMP_DICT,"Davao International Container Terminal, Inc.",Container terminal operator,Panabo / Davao del Norte,Philippines,ANFLOCOR Group,Container terminal; stevedoring; agro-industrial gateway,,,Operator of Davao International Container Terminal in Panabo,Active,SRC_0375,2026-09-08
COMP_VODOLEY,LLC Vodoley,Fishing vessel owner / operator,,Russia,Private,Fishing vessel ownership / operations,,,Owner/operator of ALPHA CRUX in CCAMLR record,Active,SRC_0377,2026-09-08
COMP_TERMINAL_LINK,Terminal Link,Terminal operating company,Marseille,France,51% CMA Terminals Holding / 49% China Merchants Port,Container terminals; port operations,,,21-terminal network in 16 countries; physical terminals canonicalized separately from portfolio ownership.,Active,SRC_0318,2026-09-08
COMP_HAFEET_RAIL,Hafeet Rail,Cross-border railway infrastructure JV,Abu Dhabi / Muscat,UAE / Oman,"JV: Etihad Rail, Oman Rail, Mubadala",Rail infrastructure; freight; passenger,,,238 km cross-border railway,Active,SRC_0383,2026-09-08
COMP_OMAN_RAIL,Oman Rail,National rail infrastructure company,Muscat,Oman,State rail platform,Rail infrastructure,,,Hafeet Rail partner,Active,SRC_0383,2026-09-08
COMP_MUBADALA,Mubadala Investment Company,Sovereign investment company,Abu Dhabi,United Arab Emirates,Government of Abu Dhabi,Infrastructure investment,,,Hafeet Rail partner,Active,SRC_0383,2026-09-08
COMP_SAR,Saudi Arabia Railways (SAR),National railway owner / operator,Riyadh,Saudi Arabia,Wholly owned by PIF,Rail infrastructure; freight; passenger; dry ports,,,Saudi national intercity rail,Active,SRC_0385,2026-09-08
COMP_GEORGIAN_RAILWAY,Georgian Railway,National railway company,Tbilisi,Georgia,State-owned,Freight; passenger; transit,,,Middle Corridor / BTK,Active,SRC_0387,2026-09-08
COMP_ADY,Azerbaijan Railways (ADY),National railway company,Baku,Azerbaijan,State-owned,Freight; passenger; transit,,,Middle Corridor / BTK,Active,SRC_0386,2026-09-08
COMP_KTZ,Kazakhstan Temir Zholy (KTZ),National railway and logistics group,Astana,Kazakhstan,State-owned,Freight; passenger; logistics,,,Middle Corridor,Active,SRC_0386,2026-09-08
COMP_TCDD,Turkish State Railways (TCDD),National railway infrastructure operator,Ankara,Türkiye,State-owned,Rail infrastructure,,,BTK / Europe link,Active,SRC_0386,2026-09-08
COMP_CPKC,Canadian Pacific Kansas City (CPKC),Class I railway,Calgary,Canada,Publicly listed,Freight rail; intermodal; ports,,,"~20,000 route miles",Active,SRC_0392,2026-09-08
COMP_BNSF,BNSF Railway,Class I railway,Fort Worth,United States,Berkshire Hathaway,Freight rail; intermodal,,,Western US,Active,SRC_0394,2026-09-08
COMP_UNION_PACIFIC,Union Pacific Railroad,Class I railway,Omaha,United States,Union Pacific Corporation,Freight rail; intermodal,,,Western US,Active,SRC_0395,2026-09-08
