Vessel ID,Vessel Name,IMO,MMSI,USCG Official Number,Canadian Official Number,National Registry Number,Call Sign,Radio / Other Identifier,Flag,Identifier Status,Verified As Of,Source ID,Notes
VESSEL_00154,YEOSU VOYAGER,9963138,,,,,,Panama,Panama,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00155,INCHEON VOYAGER,9963140,,,,,,Panama,Panama,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00156,ULSAN VOYAGER,9963152,,,,,,Panama,Panama,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00157,SAWASDEE MIMOSA,9946661,,,,,,,IMO populated,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00158,TOYAMA TRADER,9968114,,,,,,,IMO populated,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00159,KWANGYANG VOYAGER,9963164,,,,,,Panama,Panama,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00160,AKITA TRADER,9968126,,,,,,Liberia,Liberia,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00161,MELBOURNE BRIDGE,9967287,,,,,,Liberia,Liberia,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00162,SYDNEY BRIDGE,9967304,,,,,,,IMO populated,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00163,MOJI EXPRESS,1056032,,,,,,,IMO populated,2026-09-07,SRC_0102,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00164,Asia Excellence,9610767,,,,,,,IMO populated,2026-09-07,SRC_0105,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00165,P. Long Beach,9656890,,,,,,,IMO populated,2026-09-07,SRC_0109,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00166,Largo Eagle,9935911,,,,,,,IMO populated,2026-09-07,SRC_0110,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00167,Nord Ventura,9910337,,,,,,,IMO populated,2026-09-07,SRC_0110,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00168,Rex Tillerson,9953248,,,,,,,IMO populated,2026-09-07,SRC_0086,Primary IMO retained in canonical Vessels; additional national identifiers to be populated for ferry and domestic fleets.,
VESSEL_00169,CAPT. KATTELMANN,9330915,249831000,,,,9HA6400,,Malta,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00170,ATHENA,9187344,377074000,,,,J8B5445,,St Vincent & Grenadines,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00171,GFS GALAXY,9401271,210154000,,,,5BWV6,,Cyprus,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00172,GFS GENESIS,9704659,566446000,,,,,,Singapore,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00173,GFS PRECIOUS,9436434,563164800,,,,9V8223,,Singapore,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00174,GFS GISELLE,9704661,566456000,,,,,,Singapore,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00175,GFS RUBY,9455909,563115300,,,,,,Singapore,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00176,GFS PRESTIGE,9303819,563115900,,,,9V5726,,Singapore,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00177,GFS PRIDE,9349045,563115400,,,,9V6902,,Singapore,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00178,GFS RANNA,9137569,377751000,,,,J8B5561,,St Vincent & Grenadines,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00179,GFS JADE,9187863,377311000,,,,J8B6169,,St Vincent & Grenadines,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00180,GFS PERFECT,9308039,563127400,,,,9V7054,,Singapore,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00181,GFS PEARL,9320051,210142000,,,,5BRP5,,Cyprus,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00182,GFS JUNO,9187875,375751000,,,,J8B6097,,St Vincent & Grenadines,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00183,GFS PRIME,9311749,209849000,,,,,,Cyprus,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00184,GFS SAPPHIRE,9330927,249197000,,,,9HA6159,,Malta,IMO populated,2026-09-07,SRC_0179,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00185,SIGYN W,9754446,,,,,,,,IMO populated,2026-09-07,SRC_0191,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00186,KOI,9461489,,,,,,,,IMO populated,2026-09-07,SRC_0191,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00187,CMA CGM AMBER,9350381,,,,,,,,IMO populated,2026-09-07,SRC_0191,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00188,CMA CGM SORBONNE,9839210,,,,,,,,IMO populated,2026-09-07,SRC_0191,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00189,CMA CGM MEKONG,9718105,,,,,,,,IMO populated,2026-09-07,SRC_0191,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00190,MSC UTMOST VIII,9302621,,,,,,,,IMO populated,2026-09-07,SRC_0192,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00191,MSC TARA III,9259381,,,,,,,,IMO populated,2026-09-07,SRC_0192,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00192,MSC KAYLA,9242637,,,,,,,,IMO populated,2026-09-07,SRC_0192,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00193,MSC JENNY II,9000742,,,,,,,,IMO populated,2026-09-07,SRC_0192,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00194,MSC SHANGHAI V,9231822,,,,,,,,IMO populated,2026-09-07,SRC_0192,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00195,MAERSK SANA,9289922,,,,,,,,IMO populated,2026-09-07,SRC_0193,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00196,MAERSK STOCKHOLM,9352042,,,,,,,,IMO populated,2026-09-07,SRC_0193,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00197,ADRIAN MAERSK,9948815,,,,,,,,IMO populated,2026-09-07,SRC_0193,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00198,BSG BONAIRE,9303766,,,,,,,,IMO populated,2026-09-07,SRC_0193,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00199,AS SIMONE,9813814,,,,,,,,IMO populated,2026-09-07,SRC_0193,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00200,XIN FEI ZHOU,9337937,,,,,,,,IMO populated,2026-09-07,SRC_0194,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00201,XIN TAI CANG,9320465,,,,,,,,IMO populated,2026-09-07,SRC_0194,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00202,SEASMILE,9632820,,,,,,,,IMO populated,2026-09-07,SRC_0194,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00203,HANSA BREITENBURG,9155391,,,,,,,,IMO populated,2026-09-07,SRC_0194,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00204,SMC COLUMBUS,9961556,,,,,,,,IMO populated,2026-09-07,SRC_0194,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00205,EVER FAR,9850862,,,,,,,,IMO populated,2026-09-07,SRC_0195,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00206,EVER BEFIT,9784128,,,,,,,,IMO populated,2026-09-07,SRC_0195,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00207,EVER LINKING,9629043,,,,,,,,IMO populated,2026-09-07,SRC_0195,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00208,EVER MEMO,9935272,,,,,,,,IMO populated,2026-09-07,SRC_0195,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00209,NORTHERN PRACTISE,9450301,,,,,,,,IMO populated,2026-09-07,SRC_0195,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00210,VALPARAISO EXPRESS,9777589,,,,,,,,IMO populated,2026-09-07,SRC_0196,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00211,SALERNO EXPRESS,9439761,,,,,,,,IMO populated,2026-09-07,SRC_0196,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00212,CARTAGENA EXPRESS,9777618,,,,,,,,IMO populated,2026-09-07,SRC_0196,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00213,DAMIETTA EXPRESS,9543108,,,,,,,,IMO populated,2026-09-07,SRC_0196,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00214,AL NASRIYAH,9708849,,,,,,,,IMO populated,2026-09-07,SRC_0196,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00215,NYK FUJI,9482938,,,,,,,,IMO populated,2026-09-07,SRC_0197,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00216,ONE SPHERE,9975624,,,,,,,,IMO populated,2026-09-07,SRC_0197,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00217,NYK VENUS,9312793,,,,,,,,IMO populated,2026-09-07,SRC_0197,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00218,ONE MODERN,9475636,,,,,,,,IMO populated,2026-09-07,SRC_0197,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00219,ONE MILLAU,9706736,,,,,,,,IMO populated,2026-09-07,SRC_0197,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00220,IBN AL ABBAR,9194490,,,,,,,,IMO populated,2026-09-07,SRC_0198,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00221,YM CAPACITY,9864540,,,,,,,,IMO populated,2026-09-07,SRC_0198,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00222,YM INCEPTION,9319155,,,,,,,,IMO populated,2026-09-07,SRC_0198,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00223,YM EXCELLENCE,9496616,,,,,,,,IMO populated,2026-09-07,SRC_0198,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00224,YM IMMENSE,9319131,,,,,,,,IMO populated,2026-09-07,SRC_0198,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00225,HMM VANCOUVER,9463085,,,,,,,,IMO populated,2026-09-07,SRC_0199,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00226,HMM EMERALD,9944493,,,,,,,,IMO populated,2026-09-07,SRC_0199,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00227,HMM HARMONY,9981142,,,,,,,,IMO populated,2026-09-07,SRC_0199,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00228,SKY RAINBOW,9925722,,,,,,,,IMO populated,2026-09-07,SRC_0199,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00229,HMM SKY,9976599,,,,,,,,IMO populated,2026-09-07,SRC_0199,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00230,KOTA SANTOS,9293765,,,,,,,,IMO populated,2026-09-07,SRC_0200,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00231,KOTA SABAS,9645451,,,,,,,,IMO populated,2026-09-07,SRC_0200,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00232,KOTA GAYA,9616802,,,,,,,,IMO populated,2026-09-07,SRC_0200,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00233,SINAR PANGANDARAN,1033779,,,,,,,,IMO populated,2026-09-07,SRC_0200,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00234,KOTA SEMPENA,9681273,,,,,,,,IMO populated,2026-09-07,SRC_0200,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00235,WAN HAI 283,9871311,,,,,,,,IMO populated,2026-09-07,SRC_0201,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00236,WAN HAI 358,9554080,,,,,,,,IMO populated,2026-09-07,SRC_0201,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00237,WAN HAI 177,9555137,,,,,,,,IMO populated,2026-09-07,SRC_0201,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00238,WAN HAI 333,9951379,,,,,,,,IMO populated,2026-09-07,SRC_0201,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00239,WAN HAI 101,9493298,,,,,,,,IMO populated,2026-09-07,SRC_0201,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00240,ZIM EMERALD,9967976,,,,,,,,IMO populated,2026-09-07,SRC_0202,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00241,CARMEL I,9395927,,,,,,,,IMO populated,2026-09-07,SRC_0202,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00242,MARLA BULL,9932945,,,,,,,,IMO populated,2026-09-07,SRC_0202,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00243,ZIM CHINA,9389382,,,,,,,,IMO populated,2026-09-07,SRC_0202,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00244,MTT SANDAKAN,9872248,,,,,,,,IMO populated,2026-09-07,SRC_0202,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00245,MARBURG,9387592,,,,,,,,IMO populated,2026-09-07,SRC_0203,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00246,ELBSKY,9412531,,,,,,,,IMO populated,2026-09-07,SRC_0203,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00247,JUDITH,9359260,,,,,,,,IMO populated,2026-09-07,SRC_0203,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00248,ELBSUMMER,9386718,,,,,,,,IMO populated,2026-09-07,SRC_0203,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00249,SAN PEDRO,9625281,,,,,,,,IMO populated,2026-09-07,SRC_0204,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00250,REN JIAN 8,9326756,,,,,,,,IMO populated,2026-09-07,SRC_0204,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00251,ZHONG GU YIN CHUAN,9938913,,,,,,,,IMO populated,2026-09-07,SRC_0204,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00252,MARINA VOYAGER,9400813,,,,,,,,IMO populated,2026-09-07,SRC_0204,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00253,ESL SHEKOU,9290945,,,,,,,,IMO populated,2026-09-07,SRC_0205,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00254,ESL WASL,9400071,,,,,,,,IMO populated,2026-09-07,SRC_0205,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00255,ZHONG GU KUN MING,9933858,,,,,,,,IMO populated,2026-09-07,SRC_0205,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00256,BRIGHT,9778399,,,,,,,,IMO populated,2026-09-07,SRC_0205,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00257,TROUPER,9326952,,,,,,,,IMO populated,2026-09-07,SRC_0206,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00258,X PRESS ANGLESEY,9623843,,,,,,,,IMO populated,2026-09-07,SRC_0206,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00259,SKY LIGHT,9118513,,,,,,,,IMO populated,2026-09-07,SRC_0206,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00260,GOLDEN STAR 1,8952857,,,,,,,,IMO populated,2026-09-07,SRC_0206,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00261,SSF VALENCE,9304693,,,,,,,,IMO populated,2026-09-07,SRC_0207,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00262,SM MANALI,9303742,,,,,,,,IMO populated,2026-09-07,SRC_0207,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00263,REMAH,9947720,,,,,,,,IMO populated,2026-09-07,SRC_0207,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00264,MIRROR,9328041,,,,,,,,IMO populated,2026-09-07,SRC_0207,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00265,HUA DA 610,1077385,,,,,,,,IMO populated,2026-09-07,SRC_0208,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00266,AL BATEEN,9668984,,,,,,,,IMO populated,2026-09-07,SRC_0208,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00267,SAFEEN PRIZE,9603594,,,,,,,,IMO populated,2026-09-07,SRC_0208,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00268,SSF DREAM,9346005,,,,,,,,IMO populated,2026-09-07,SRC_0208,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00269,GFS LETO,9346562,,,,,5BWF6,,,IMO populated,2026-09-07,SRC_0209,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00270,GFS LYSA,9368730,,,,,5BYT6,,,IMO populated,2026-09-07,SRC_0209,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00271,GFS MARINE 01,9586368,,,,,P2V5596,,,IMO populated,2026-09-07,SRC_0209,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00272,GFS RHEA,9373486,210639000,,,,5BWE6,,Cyprus,IMO populated,2026-09-07,SRC_0210,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00273,GFS RHINE,9435234,,,,,5BLZ2,,,IMO populated,2026-09-07,SRC_0209,Generated from unified canonical vessel record during v1.9 merge.
VESSEL_00274,Baie Comeau,9639892,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00275,Baie St. Paul,9601027,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00276,CSL Assiniboine,7413218,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00277,CSL Laurentien,7423108,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00278,CSL Niagara,7128423,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00279,CSL Tadoussac,6918716,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00280,Frontenac,6804848,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00281,Nukumi,9914711,316048137,,,,,,Canada,IMO populated,2026-09-07,SRC_0169,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00282,Rt. Hon. Paul J. Martin,7324405,316001635,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00283,Thunder Bay,9601039,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00284,Whitefish Bay,9639880,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00285,CSL St-Laurent,9665281,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00286,CSL Welland,9665279,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00287,Ferbec,9259848,316014340,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00288,Oakglen,7901148,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00289,Spruceglen,8119261,,,,,,,Canada,IMO populated,2026-09-07,SRC_0153,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00290,Tamarack,1037153,316041965,,,,,,Canada,IMO populated,2026-09-07,SRC_0170,Current CSL regional fleet association verified in 2026; IMO from regulator/current public vessel identity evidence.
VESSEL_00291,Algoma Guardian,8505850,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00292,Algoma Harvester,9613939,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00293,Algoma Innovator,9773375,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00294,Algoma Intrepid,9773387,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00295,Algoma Mariner,9587893,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00296,Algoma Niagara,9619270,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00297,Algoma Sault,9619282,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00298,Algoma Strongfield,9613953,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00299,Algoma Transport,7711737,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00300,Capt. Henry Jackman,9619294,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00301,G3 Marquis,9613941,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00302,John D Leitch,6714586,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00303,Radcliffe R Latimer,7711725,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00304,Tim S Dool,6800919,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00305,Algonova,9378589,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00306,Algoscotia,9273222,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00307,Algosea,9127198,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00308,Algoterra,9442249,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00309,Algotitan,9333802,,,,,,,Canada,IMO populated,2026-09-07,SRC_0167,"Government identity evidence from 2023. Algoma's current segment structure is confirmed, but individual current operating status still requires reconciliation."
VESSEL_00310,Algoma Bear,9619309,,,,,,,Canada,IMO populated,2026-09-07,SRC_0174,Current Algoma fleet/program evidence with owner/operator separation retained where available.
VESSEL_00311,Algoma Endeavour,9790141,316017110,,,,,,Canada,IMO populated,2026-09-07,SRC_0175,Current Algoma fleet/program evidence with owner/operator separation retained where available.
VESSEL_00312,Algoma East Coast,1022079,316018750,,,,,,Canada,IMO populated,2026-09-07,SRC_0172,Current Algoma fleet/program evidence with owner/operator separation retained where available.
VESSEL_00313,Algoma Acadian,1022081,316018880,,,,,,Canada,IMO populated,2026-09-07,SRC_0173,Current Algoma fleet/program evidence with owner/operator separation retained where available.
VESSEL_00314,Mark W. Barker,9962445,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00315,Paul R. Tregurtha,7729057,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00316,James R. Barker,7390260,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00317,Mesabi Miner,7390272,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00318,Lee A. Tregurtha,5385625,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00319,Honorable James L. Oberstar,5322518,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00320,Kaye E. Barker,5097450,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00321,Herbert C. Jackson,5148417,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00322,Dorothy Ann,8955732,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00323,Stewart J. Cort,7105495,,,,,,,United States,IMO populated,2026-09-07,SRC_0156,Current Interlake fleet membership verified; IMO cross-checked against regulator identity records.
VESSEL_00324,American Century,7923196,,,,,,,United States,IMO populated,2026-09-07,SRC_0167,Regulator identity seed; current individual operating status requires Mainstay/ASC refresh.
