Equipment Record ID,Terminal ID,Equipment Type,Quantity,Specification,Status,Source Operator,Source URL,Source Asset ID
EQ00168,TERM0211,RTG,40,GPS-assisted,Operating,APM Terminals,https://www2.apmterminals.com/en/mumbai/about/our-terminal,APM-MUMBAI
EQ00169,TERM0211,RMG,3,Rail mounted gantry,Operating,APM Terminals,https://www2.apmterminals.com/en/mumbai/about/our-terminal,APM-MUMBAI
EQ00170,TERM0212,Post-Panamax crane,8,,Operating,APM Terminals,https://www2.apmterminals.com/en/pipavav/about/our-terminal,APM-PIPAVAV
EQ00171,TERM0212,RTG,20,,Operating,APM Terminals,https://www2.apmterminals.com/en/pipavav/about/our-terminal,APM-PIPAVAV
EQ00172,TERM0212,RMG,4,,Operating,APM Terminals,https://www2.apmterminals.com/en/pipavav/about/our-terminal,APM-PIPAVAV
EQ00173,TERM0214,Super Post-Panamax STS,66,24 with 24-box outreach,Operating,APM Terminals,https://akamai.apmterminals.com/en/tanjung-pelepas/about/our-terminal,APM-TANJUNG-PELEPAS
EQ00174,TERM0214,RTG,172,Electrified/automated steering support,Operating,APM Terminals,https://akamai.apmterminals.com/en/tanjung-pelepas/about/our-terminal,APM-TANJUNG-PELEPAS
EQ00175,TERM0216,Super Post-Panamax STS,6,,Operating,APM Terminals,https://akamai.apmterminals.com/en/cai-mep/about/our-terminal,APM-CAI-MEP
EQ00176,TERM0216,RTG,15,,Operating,APM Terminals,https://akamai.apmterminals.com/en/cai-mep/about/our-terminal,APM-CAI-MEP
EQ00177,TERM0216,Reach stacker,3,,Operating,APM Terminals,https://akamai.apmterminals.com/en/cai-mep/about/our-terminal,APM-CAI-MEP
EQ00178,TERM0216,Empty handler,2,,Operating,APM Terminals,https://akamai.apmterminals.com/en/cai-mep/about/our-terminal,APM-CAI-MEP
EQ00179,TERM0233,STS crane,3,22-container outreach,Operating,APM Terminals,https://www2.apmterminals.com/en/pecem/about/our-terminal,APM-PECÉM
EQ00180,TERM0233,Reach stacker,14,,Operating,APM Terminals,https://www2.apmterminals.com/en/pecem/about/our-terminal,APM-PECÉM
EQ00181,TERM0235,Super Post-Panamax STS,6,,Operating,APM Terminals,https://www2.apmterminals.com/en/moin/about/our-terminal,APM-MOÍN
EQ00182,TERM0235,eRTG,29,,Operating,APM Terminals,https://www2.apmterminals.com/en/moin/about/our-terminal,APM-MOÍN
EQ00183,TERM0236,Super Post-Panamax STS,3,,Operating,APM Terminals,https://www2.apmterminals.com/en/puerto-quetzal/about/our-terminal,APM-PUERTO-QUETZAL
EQ00184,TERM0238,Super Post-Panamax STS,4,,Operating,APM Terminals,https://www2.apmterminals.com/en/callao/about/our-terminal,APM-CALLAO
EQ00185,TERM0238,Panamax STS,2,,Operating,APM Terminals,https://www2.apmterminals.com/en/callao/about/our-terminal,APM-CALLAO
EQ00186,TERM0238,Mobile harbour crane,4,,Operating,APM Terminals,https://www2.apmterminals.com/en/callao/about/our-terminal,APM-CALLAO
EQ00187,TERM0238,eRTG,12,,Operating,APM Terminals,https://www2.apmterminals.com/en/callao/about/our-terminal,APM-CALLAO
EQ00188,TERM0238,RTG,2,Diesel,Operating,APM Terminals,https://www2.apmterminals.com/en/callao/about/our-terminal,APM-CALLAO
EQ00189,TERM0239,STS crane,19,Tallest cranes in Port of Los Angeles,Operating,APM Terminals,https://www2.apmterminals.com/en/los-angeles/about/our-terminal,APM-LOS-ANGELES-CA
EQ00190,TERM0155,eRTG,18,,Operating,APM Terminals,https://www2.apmterminals.com/en/miami/about/our-terminal,APM-MIAMI-FL
EQ00191,TERM0240,Super Post-Panamax STS,6,23-container reach,Operating,APM Terminals,https://www2.apmterminals.com/en/mobile/about/our-terminal,APM-MOBILE-AL
EQ00192,TERM0241,STS crane,14,,Operating,APM Terminals,https://www2.apmterminals.com/en/port-elizabeth/about/our-terminal,APM-ELIZABETH-NJ
