Aircraft Relationship ID,Aircraft ID,Registration,Company ID,Relationship Type,Effective From,Effective To,Confidence,Source ID,Notes
AREL_000164,AIRFRAME_00116,LX-SCV,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000165,AIRFRAME_00117,LX-GCL,COMP_CARGOLUX,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000166,AIRFRAME_00117,LX-GCL,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000167,AIRFRAME_00118,LX-ICL,COMP_CARGOLUX,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000168,AIRFRAME_00118,LX-ICL,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000169,AIRFRAME_00119,LX-KCL,COMP_CARGOLUX,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000170,AIRFRAME_00119,LX-KCL,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000171,AIRFRAME_00120,LX-LCL,COMP_CARGOLUX,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000172,AIRFRAME_00120,LX-LCL,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000173,AIRFRAME_00121,LX-MCL,COMP_CARGOLUX,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000174,AIRFRAME_00121,LX-MCL,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000175,AIRFRAME_00122,LX-NCL,COMP_CARGOLUX,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000176,AIRFRAME_00122,LX-NCL,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000177,AIRFRAME_00123,LX-OCV,COMP_CARGOLUX,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000178,AIRFRAME_00123,LX-OCV,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000179,AIRFRAME_00124,LX-UCV,COMP_CARGOLUX_ITALIA,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000180,AIRFRAME_00124,LX-UCV,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000181,AIRFRAME_00125,LX-VCV,COMP_CARGOLUX_ITALIA,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000182,AIRFRAME_00125,LX-VCV,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000183,AIRFRAME_00126,LX-WCV,COMP_CARGOLUX_ITALIA,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000184,AIRFRAME_00126,LX-WCV,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000185,AIRFRAME_00127,LX-YCV,COMP_CARGOLUX_ITALIA,OPERATOR,,,High,SRC_0328,Aircraft-level operating relationship.
AREL_000186,AIRFRAME_00127,LX-YCV,COMP_CARGOLUX,NETWORK_CUSTOMER / BRAND,,,High,SRC_0328,Aircraft assigned to or tracked in network/customer fleet.
AREL_000187,AIRFRAME_00128,OY-SRU,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000188,AIRFRAME_00128,OY-SRU,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000189,AIRFRAME_00129,OY-SRV,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000190,AIRFRAME_00129,OY-SRV,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000191,AIRFRAME_00130,OY-SRW,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000192,AIRFRAME_00130,OY-SRW,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000193,AIRFRAME_00131,OY-SYA,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000194,AIRFRAME_00131,OY-SYA,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000195,AIRFRAME_00132,OY-SYB,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000196,AIRFRAME_00132,OY-SYB,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000197,AIRFRAME_00133,OY-SYC,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000198,AIRFRAME_00133,OY-SYC,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000199,AIRFRAME_00134,OY-SYD,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000200,AIRFRAME_00134,OY-SYD,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000201,AIRFRAME_00135,N493MM,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000202,AIRFRAME_00135,N493MM,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000203,AIRFRAME_00136,N495MM,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000204,AIRFRAME_00136,N495MM,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000205,AIRFRAME_00137,N496MM,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000206,AIRFRAME_00137,N496MM,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000207,AIRFRAME_00138,OY-RLB,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000208,AIRFRAME_00138,OY-RLB,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000209,AIRFRAME_00139,OY-SRF,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000210,AIRFRAME_00139,OY-SRF,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000211,AIRFRAME_00140,OY-SRG,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000212,AIRFRAME_00140,OY-SRG,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000213,AIRFRAME_00141,OY-SRI,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000214,AIRFRAME_00141,OY-SRI,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000215,AIRFRAME_00142,OY-SRK,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000216,AIRFRAME_00142,OY-SRK,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000217,AIRFRAME_00143,OY-SRM,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000218,AIRFRAME_00143,OY-SRM,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000219,AIRFRAME_00144,OY-SRN,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000220,AIRFRAME_00144,OY-SRN,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000221,AIRFRAME_00145,OY-SRO,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000222,AIRFRAME_00145,OY-SRO,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000223,AIRFRAME_00146,OY-MAC,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000224,AIRFRAME_00146,OY-MAC,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000225,AIRFRAME_00147,OY-MAD,COMP_MAERSK_AIR,OPERATOR,,,High,SRC_0329,Aircraft-level operating relationship.
AREL_000226,AIRFRAME_00147,OY-MAD,COMP_MAERSK_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0329,Aircraft assigned to or tracked in network/customer fleet.
AREL_000227,AIRFRAME_00148,F-HMRB,COMP_CMA_AIR,OPERATOR,,,High,SRC_0331,Aircraft-level operating relationship.
AREL_000228,AIRFRAME_00148,F-HMRB,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0331,Aircraft assigned to or tracked in network/customer fleet.
AREL_000229,AIRFRAME_00149,F-HMRF,COMP_CMA_AIR,OPERATOR,,,High,SRC_0331,Aircraft-level operating relationship.
AREL_000230,AIRFRAME_00149,F-HMRF,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0331,Aircraft assigned to or tracked in network/customer fleet.
AREL_000231,AIRFRAME_00150,F-HMRO,COMP_CMA_AIR,OPERATOR,,,High,SRC_0331,Aircraft-level operating relationship.
AREL_000232,AIRFRAME_00150,F-HMRO,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0331,Aircraft assigned to or tracked in network/customer fleet.
AREL_000233,AIRFRAME_00151,N760GT,COMP_ATLAS_AIR,OPERATOR,,,Medium-High,SRC_0331,Aircraft-level operating relationship.
AREL_000234,AIRFRAME_00151,N760GT,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0331,Aircraft assigned to or tracked in network/customer fleet.
AREL_000235,AIRFRAME_00152,N761GT,COMP_ATLAS_AIR,OPERATOR,,,Medium-High,SRC_0331,Aircraft-level operating relationship.
AREL_000236,AIRFRAME_00152,N761GT,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0331,Aircraft assigned to or tracked in network/customer fleet.
AREL_000237,AIRFRAME_00153,F-HMRI,COMP_CMA_AIR,OPERATOR,,,High,SRC_0331,Aircraft-level operating relationship.
AREL_000238,AIRFRAME_00153,F-HMRI,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0331,Aircraft assigned to or tracked in network/customer fleet.
AREL_000239,AIRFRAME_00154,OO-LFC,COMP_AIR_BELGIUM,OPERATOR,,,High,SRC_0332,Aircraft-level operating relationship.
AREL_000240,AIRFRAME_00154,OO-LFC,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0332,Aircraft assigned to or tracked in network/customer fleet.
AREL_000241,AIRFRAME_00155,OE-LFD,COMP_AIR_BELGIUM,OPERATOR,,,High,SRC_0332,Aircraft-level operating relationship.
AREL_000242,AIRFRAME_00155,OE-LFD,COMP_CMA_AIR,NETWORK_CUSTOMER / BRAND,,,High,SRC_0332,Aircraft assigned to or tracked in network/customer fleet.
AREL_000243,AIRFRAME_00156,N707GT,COMP_ATLAS_AIR,OPERATOR,,,High,SRC_0333,Aircraft-level operating relationship.
AREL_000244,AIRFRAME_00156,N707GT,COMP_MSC_AIR_CARGO,NETWORK_CUSTOMER / BRAND,,,High,SRC_0333,Aircraft assigned to or tracked in network/customer fleet.
AREL_000245,AIRFRAME_00157,N708GT,COMP_ATLAS_AIR,OPERATOR,,,High,SRC_0333,Aircraft-level operating relationship.
AREL_000246,AIRFRAME_00157,N708GT,COMP_MSC_AIR_CARGO,NETWORK_CUSTOMER / BRAND,,,High,SRC_0333,Aircraft assigned to or tracked in network/customer fleet.
AREL_000247,AIRFRAME_00158,N709GT,COMP_ATLAS_AIR,OPERATOR,,,High,SRC_0333,Aircraft-level operating relationship.
AREL_000248,AIRFRAME_00158,N709GT,COMP_MSC_AIR_CARGO,NETWORK_CUSTOMER / BRAND,,,High,SRC_0333,Aircraft assigned to or tracked in network/customer fleet.
AREL_000249,AIRFRAME_00159,N710GT,COMP_ATLAS_AIR,OPERATOR,,,High,SRC_0333,Aircraft-level operating relationship.
AREL_000250,AIRFRAME_00159,N710GT,COMP_MSC_AIR_CARGO,NETWORK_CUSTOMER / BRAND,,,High,SRC_0333,Aircraft assigned to or tracked in network/customer fleet.
AREL_000251,AIRFRAME_00160,I-MSCA,COMP_ALISCARGO,OPERATOR,,,High,SRC_0333,Aircraft-level operating relationship.
AREL_000252,AIRFRAME_00160,I-MSCA,COMP_MSC_AIR_CARGO,NETWORK_CUSTOMER / BRAND,,,High,SRC_0333,Aircraft assigned to or tracked in network/customer fleet.
AREL_000253,AIRFRAME_00161,I-MSCB,COMP_ALISCARGO,OPERATOR,,,High,SRC_0333,Aircraft-level operating relationship.
AREL_000254,AIRFRAME_00161,I-MSCB,COMP_MSC_AIR_CARGO,NETWORK_CUSTOMER / BRAND,,,High,SRC_0333,Aircraft assigned to or tracked in network/customer fleet.
AREL_000255,AIRFRAME_00162,I-MSCC,COMP_ALISCARGO,OPERATOR,,,High,SRC_0333,Aircraft-level operating relationship.
AREL_000256,AIRFRAME_00162,I-MSCC,COMP_MSC_AIR_CARGO,NETWORK_CUSTOMER / BRAND,,,High,SRC_0333,Aircraft assigned to or tracked in network/customer fleet.
